Report ID,Category of Incident,Country of Incident,Date of Incident,Subject,Full Scientific Name,Common Name,Item / Commodity Type,Count,Quantity - Weight,Unit of Weight,Estimated Value,Currency,Value in USD
MOR48350,Zimbabwe,Zimbabwe,9/1/2021 0:00,"4 tusks (7 kg) seized in Binga District, Matabeleland North Province - 1 arrested",Elephantidae,Elephants,Tusk,4,7,Kilograms,1190,USD US Dollar,1190
MOR48352,Zimbabwe,Zimbabwe,8/2/2021 0:00,ivory seized in Guruve District - 3 arrested,Elephantidae,Elephants,Ivory Pieces - Raw,,,,,,
MOR48353,Zambia,Zambia,8/1/2021 0:00,1 elephant shot in South Luangwa National Park,Elephantidae,Elephants,Individual - Live,1,,,,,
MOR48354,South Africa,South Africa,9/1/2021 0:00,"rhino horn, ivory, abalone & fish organs seized in Sanddrift, Cape Town - 1 arrested",Haliotis,Abalone,Individual - Dead,,,,,,
MOR48354,South Africa,South Africa,9/1/2021 0:00,"rhino horn, ivory, abalone & fish organs seized in Sanddrift, Cape Town - 1 arrested",Elephantidae,Elephants,Ivory - Worked,6,,,,,
MOR48354,South Africa,South Africa,9/1/2021 0:00,"rhino horn, ivory, abalone & fish organs seized in Sanddrift, Cape Town - 1 arrested",Actinopterygii,,Body parts (Not elsewhere specified),,,,,,
MOR48354,South Africa,South Africa,9/1/2021 0:00,"rhino horn, ivory, abalone & fish organs seized in Sanddrift, Cape Town - 1 arrested",Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn Pieces - Raw,,,,,,
MOR48355,Botswana,Botswana,8/20/2021 0:00,2 tusks (16.8 kg) seized in Maun - 1 acquitted,Elephantidae,Elephants,Tusk,2,16.8,Kilograms,27513.55,BWP Pula,
MOR48358,Philippines,Philippines,11/21/2022 0:00,23 tarantulas seized from parcel at Ninoy Aquino International Airport,Theraphosidae,,Individual - Live,23,,,,,
MOR48372,Bangladesh,Bangladesh,8/31/2021 0:00,"1 elephant electrocuted in Khunia Palong, Cox's Bazaar - 1 arrested",Elephantidae,Elephants,Individual - Dead,1,,,,,
MOR48375,Burkina Faso,Burkina Faso,5/11/2021 0:00,14 tusks (27 kg) seized in Ouagadougou,Elephantidae,Elephants,Tusk,14,27,Kilograms,17550000,XOF CFA Franc BCEAO,32517.9
MOR48382,India,India,12/19/2022 0:00,"1 live pangolin seized in Pahadi Shareef, Hyderabad - 5 arrested",Manidae,Pangolins,Individual - Live,1,,,,,
MOR48383,"Congo, Democratic Republic of The","Congo, Democratic Republic of The",12/10/2021 0:00,"100 kg ivory seized Goma, North Kivu - 2 arrested",Elephantidae,Elephants,Ivory Pieces - Raw,8,100,Kilograms,,,
MOR48385,Egypt,Egypt,10/20/2021 0:00,223 ivory sticks & 1 ivory rosary bead seized at Cairo International Airport,Elephantidae,Elephants,Ivory - Worked,1,,,,,
MOR48385,Egypt,Egypt,10/20/2021 0:00,223 ivory sticks & 1 ivory rosary bead seized at Cairo International Airport,Elephantidae,Elephants,Ivory - Worked,223,,,,,
MOR48387,France,France,9/22/2021 0:00,2 auctioneers sentenced for ivory sales in Reims,Elephantidae,Elephants,,,,,,,
MOR48388,Gabon,Gabon,5/21/2021 0:00,worked ivory & 4 leopard teeth seized in Libreville - 1 convicted,Elephantidae,Elephants,Ivory - Worked,,,,,,
MOR48388,Gabon,Gabon,5/21/2021 0:00,worked ivory & 4 leopard teeth seized in Libreville - 1 convicted,Panthera pardus,"Leopard, Panther, Chita, Leopardo, Pantera, Léopard, Panthère",Teeth,4,,,,,
MOR48398,Kenya,Kenya,11/1/2022 0:00,60 kg sandalwood seized in Amboseli National Park - 2 arrested,Santalum,,Wood (Not elsewhere specified),,60,Kilograms,,,
MOR48412,Viet Nam,Viet Nam,12/10/2022 0:00,"22 pangolins seized in Cao Bang - 3 suspects (1 Chinese, 2 Vietnamese)",Manidae,Pangolins,Individual - Unknown,22,102.6,Kilograms,,,
MOR48412,Viet Nam,Viet Nam,12/10/2022 0:00,"22 pangolins seized in Cao Bang - 3 suspects (1 Chinese, 2 Vietnamese)",Apodidae,,Nest,,2.1,Kilograms,,,
MOR48418,China,China,3/1/2021 0:00,"53 ivory items (5.2 kg) & 4 tortoiseshell items seized in Shunyi, Beijing - 7 convicted",Elephantidae,Elephants,Ivory - Worked,53,5.2,Kilograms,,,
MOR48418,China,China,3/1/2021 0:00,"53 ivory items (5.2 kg) & 4 tortoiseshell items seized in Shunyi, Beijing - 7 convicted",Testudinidae,"Tortoises, Tortugas Terrestres, Tortues Terrestres",Shell - Worked,4,,,,,
MOR48421,China,China,4/1/2021 0:00,26.68 kg pangolin scales & 0.08 kg ivory seized at Beijing Capital International Airport - 1 convicted,Elephantidae,Elephants,Ivory Pieces - Raw,,0.08395,Kilograms,3497,CNY Yuan Renminbi,545.836
MOR48421,China,China,4/1/2021 0:00,26.68 kg pangolin scales & 0.08 kg ivory seized at Beijing Capital International Airport - 1 convicted,Manidae,Pangolins,Scales,,26.68,Kilograms,1076051,CNY Yuan Renminbi,167958
MOR48438,Viet Nam,Viet Nam,6/24/2022 0:00,"2 rhino horn pieces (2 kg), 3 ivory pieces (1.6 kg) & 6 leopard fangs seized in Tan Son Nhat Airport, Ho Chi Minh - 1 charged",Panthera pardus,"Leopard, Panther, Chita, Leopardo, Pantera, Léopard, Panthère",Teeth,6,,,,,
MOR48438,Viet Nam,Viet Nam,6/24/2022 0:00,"2 rhino horn pieces (2 kg), 3 ivory pieces (1.6 kg) & 6 leopard fangs seized in Tan Son Nhat Airport, Ho Chi Minh - 1 charged",Elephantidae,Elephants,Ivory Pieces - Raw,3,1.6,Kilograms,,,
MOR48438,Viet Nam,Viet Nam,6/24/2022 0:00,"2 rhino horn pieces (2 kg), 3 ivory pieces (1.6 kg) & 6 leopard fangs seized in Tan Son Nhat Airport, Ho Chi Minh - 1 charged",Diceros bicornis,"Black Rhinoceros, Browse Rhinoceros, Hook-lipped Rhinoceros, Rinoceronte negro, Rhinocéros noir",Horn Pieces - Raw,2,2,Kilograms,,,
MOR48462,Philippines,Philippines,12/5/2022 0:00,"11.79 m3 (5,000 board ft) of coconut lumber seized in Barangay Mayowe, Tayabas, Quezon - 4 arrested",Cocos nucifera,Coconut tree,Wood - Sawn,,,,50000,PHP Philippine Peso,898.32
MOR48469,South Africa,South Africa,12/2/2022 0:00,rhino horn shavings seized in Johannesburg - 1 arrested,Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Other (See Description Notes),,,,,,
MOR48470,South Africa,South Africa,12/2/2022 0:00,9 arrested for links to rhino poaching & money laundering in Mpumalanga & Limpopo,Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",,,,,,,
MOR48488,Cote d'Ivoire,Cote d'Ivoire,11/1/2021 0:00,"4,061 dried chameleons (30 kg) seized in Ouangolo",Chamaeleonidae,,Individual - Dead,4061,30,Kilograms,,,
MOR48536,Kenya,Kenya,12/1/2022 0:00,"8 ivory pieces (16 kg) seized in Mamboleo, Kisumu - 3 arrested",Elephantidae,Elephants,Ivory Pieces - Raw,8,16,Kilograms,500000,KES Kenyan Shilling,4027.43
MOR48551,Viet Nam,Viet Nam,6/23/2022 0:00,"0.38 kg of Chinese pangolin scales & 3 Asian black bear claws seized in Yang Tao, Dak Lak Province - 1 convicted",Manis pentadactyla,"Chinese Pangolin, Pangolín chino, Pangolin à queue courte, Pangolin de Chine",Scales,,0.38,Kilograms,,,
MOR48551,Viet Nam,Viet Nam,6/23/2022 0:00,"0.38 kg of Chinese pangolin scales & 3 Asian black bear claws seized in Yang Tao, Dak Lak Province - 1 convicted",Ursus thibetanus,"Asian Black Bear, Himalayan Black Bear, Oso de collar, Oso negro de Asia, Ours à collier, Ours de l'Himalaya, Ours noir d'Asie",Claw,3,,,,,
MOR48562,Viet Nam,Viet Nam,12/1/2022 0:00,3 macaques & 1 gibbon seized at a coffee shop in Binh Phuoc,Macaca,,Individual - Live,3,,,,,
MOR48562,Viet Nam,Viet Nam,12/1/2022 0:00,3 macaques & 1 gibbon seized at a coffee shop in Binh Phuoc,Hylobatidae,"Gibones, Gibbons",Individual - Live,1,,,,,
MOR48568,South Africa,South Africa,9/10/2022 0:00,"2 rhino horn seized in Kruger National Park, Malelane section - 1 convicted",Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn,2,,,,,
MOR48576,Zimbabwe,Zimbabwe,11/1/2022 0:00,2 kg ivory seized in Harare - 2 arrested,Elephantidae,Elephants,Ivory Pieces - Raw,,2,Kilograms,340,USD US Dollar,340
MOR48593,South Africa,South Africa,12/1/2022 0:00,"1 pangolin seized in Limpopo, South Africa - 1 convicted",Manidae,Pangolins,Individual - Unknown,1,,,,,
MOR48637,China,China,11/1/2021 0:00,"6 ivory bangles, 2 pendants & ivory slice seized at Guangzhou Baiyun International Airport",Elephantidae,Elephants,Ivory - Worked,6,,,,,
MOR48637,China,China,11/1/2021 0:00,"6 ivory bangles, 2 pendants & ivory slice seized at Guangzhou Baiyun International Airport",Elephantidae,Elephants,Ivory - Worked,2,,,,,
MOR48637,China,China,11/1/2021 0:00,"6 ivory bangles, 2 pendants & ivory slice seized at Guangzhou Baiyun International Airport",Elephantidae,Elephants,Ivory - Worked,1,,,,,
MOR48638,China,China,3/1/2021 0:00,"ivory, giant clam shell & red sandalwood products seized at Shenzhen Bao'an International Airport",Elephantidae,Elephants,Ivory - Worked,1,0.455,Kilograms,,,
MOR48638,China,China,3/1/2021 0:00,"ivory, giant clam shell & red sandalwood products seized at Shenzhen Bao'an International Airport",Santalum,,Wood - Worked,,0.455,Kilograms,,,
MOR48638,China,China,3/1/2021 0:00,"ivory, giant clam shell & red sandalwood products seized at Shenzhen Bao'an International Airport",Tridacna,,Shell - Worked,,0.455,Kilograms,,,
MOR48639,China,China,8/11/2021 0:00,"3 worked ivory products seized in Shunqing District, Nanchong - 1 arrested",Elephantidae,Elephants,Ivory - Worked,3,,,,,
MOR48640,China,China,5/15/2021 0:00,0.223 kg ivory piano keys seized in Ningbo,Elephantidae,Elephants,Ivory - Worked,,0.2231,Kilograms,,,
MOR48641,China,China,5/21/2021 0:00,1 ivory bangle (0.036 kg) seized from parcel in Kunming,Elephantidae,Elephants,Ivory - Worked,1,0.03609,Kilograms,,,
MOR48642,China,China,5/21/2021 0:00,3 ivory bangles & 1 necklace (0.199 kg) seized in Guangzhou,Elephantidae,Elephants,Ivory - Worked,3,0.199,Kilograms,,,
MOR48642,China,China,5/21/2021 0:00,3 ivory bangles & 1 necklace (0.199 kg) seized in Guangzhou,Elephantidae,Elephants,Ivory - Worked,1,0.199,Kilograms,,,
MOR48643,China,China,5/19/2021 0:00,"1 ivory bangle (0.0736 kg) seized at Mohan Port, Mengla",Elephantidae,Elephants,Ivory - Worked,1,0.0736,Kilograms,,,
MOR48644,China,China,6/1/2022 0:00,ivory scroll pin heads seized in Shenzhen Bao'an International Airport,Elephantidae,Elephants,Ivory - Worked,,,,,,
MOR48645,China,China,7/1/2022 0:00,"0.74 kg rhino horn & 0.3 kg saiga horns seized in Longhu, Shantou",Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn Pieces - Raw,,0.74,Kilograms,,,
MOR48645,China,China,7/1/2022 0:00,"0.74 kg rhino horn & 0.3 kg saiga horns seized in Longhu, Shantou",Saiga tatarica,"Saiga, Saiga Antelope, Antílope saiga, Saiga, Saïga",Horn Pieces - Raw,,0.3,Kilograms,,,
MOR48646,China,China,9/1/2022 0:00,2 rosewood products (3.37 kg) seized in Guangzhou Baiyun International Airport,Dalbergia latifolia,Indian rosewood,Wood - Worked,2,3.37,Kilograms,,,
MOR48648,China,China,12/1/2022 0:00,2 giant clam bracelets (0.42 kg) seized at Guangzhou Baiyun International Airport,Tridacna gigas,"Giant Clam, Gigas Clam, Bénitier géant",Shell - Worked,2,0.42,Kilograms,,,
MOR48649,China,China,12/26/2022 0:00,2 ivory scroll heads seized at Tianjin Binhai International Airport,Elephantidae,Elephants,Ivory - Worked,,2,,,,
MOR48651,China,China,12/1/2022 0:00,"25,000 kg red sandalwood & red rosewood seized at Beilun Customs, Zhejiang province",Pterocarpus santalinus,"Agaru, Red Sandalwood, Redsanders, Red Sanders, Saunderswood, Leno de Sandalo Rojo, Sándalo rojo, Bois de Santal Rouge, Santal rouge",Wood - Logs,,25000,Kilograms,,,
MOR48651,China,China,12/1/2022 0:00,"25,000 kg red sandalwood & red rosewood seized at Beilun Customs, Zhejiang province",Dalbergia maritima,,Wood - Logs,,25000,Kilograms,,,
MOR48653,China,China,12/1/2022 0:00,2 agarwood bracelets (0.054 kg) seized at Guangzhou Baiyun International Airport,Aquilaria,,Wood - Worked,2,0.054,Kilograms,,,
MOR48659,China,China,9/1/2022 0:00,3 ivory products & 242 dried seahorses seized at Chengdu Shuangliu International Airport,Elephantidae,Elephants,Ivory - Worked,2,,,,,
MOR48659,China,China,9/1/2022 0:00,3 ivory products & 242 dried seahorses seized at Chengdu Shuangliu International Airport,Elephantidae,Elephants,Ivory - Worked,1,0.11,Kilograms,,,
MOR48659,China,China,9/1/2022 0:00,3 ivory products & 242 dried seahorses seized at Chengdu Shuangliu International Airport,Hippocampus,,Individual - Dead,242,0.25,Kilograms,,,
MOR48660,China,China,9/1/2022 0:00,2 ivory pens (0.049 kg) seized in Nanjing,Elephantidae,Elephants,Ivory - Worked,2,0.04947,Kilograms,,,
MOR48661,China,China,10/1/2022 0:00,3 ivory bangles (0.06 kg) seized from parcel in Changsha,Elephantidae,Elephants,Ivory - Worked,3,0.0606,Kilograms,,,
MOR48663,China,China,10/1/2022 0:00,4 ivory bangles (0.132 kg) seized at Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,4,0.132,Kilograms,,,
MOR48664,China,China,10/1/2022 0:00,0.302 kg worked ivory seized at Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,2,0.302,Kilograms,,,
MOR48664,China,China,10/1/2022 0:00,0.302 kg worked ivory seized at Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,,0.302,Kilograms,,,
MOR48669,China,China,10/1/2022 0:00,2 ivory bracelets (0.168 kg) seized at Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,1,0.168,Kilograms,,,
MOR48669,China,China,10/1/2022 0:00,2 ivory bracelets (0.168 kg) seized at Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,1,0.168,Kilograms,,,
MOR48670,China,China,11/1/2022 0:00,1 ivory bangle (0.04 kg) seized in Mengla,Elephantidae,Elephants,Ivory - Worked,1,0.04004,Kilograms,,,
MOR48671,China,China,11/1/2022 0:00,6 ivory scroll heads (0.015 kg) seized from parcel in Shenzhen,Elephantidae,Elephants,Ivory - Worked,6,0.01494,Kilograms,,,
MOR48672,China,China,11/1/2022 0:00,8 worked ivory pieces (0.183 kg) seized at Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,3,0.183,Kilograms,,,
MOR48672,China,China,11/1/2022 0:00,8 worked ivory pieces (0.183 kg) seized at Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,5,0.183,Kilograms,,,
MOR48673,China,China,11/1/2022 0:00,1 ivory bangle (0.043 kg) seized at Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,1,0.043,Kilograms,,,
MOR48674,China,China,12/6/2022 0:00,53 ivory products (1.24 kg) seized at Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,53,1.24,Kilograms,,,
MOR48674,China,China,12/6/2022 0:00,53 ivory products (1.24 kg) seized at Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,53,1.24,Kilograms,,,
MOR48674,China,China,12/6/2022 0:00,53 ivory products (1.24 kg) seized at Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,53,1.24,Kilograms,,,
MOR48688,Mozambique,Mozambique,12/1/2022 0:00,"55 ivory pieces, 7 rhino horn & lion bones seized in Maputo - 1 arrested",Elephantidae,Elephants,Ivory Pieces - Raw,55,,,,,
MOR48688,Mozambique,Mozambique,12/1/2022 0:00,"55 ivory pieces, 7 rhino horn & lion bones seized in Maputo - 1 arrested",Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn,7,,,,,
MOR48688,Mozambique,Mozambique,12/1/2022 0:00,"55 ivory pieces, 7 rhino horn & lion bones seized in Maputo - 1 arrested",Panthera leo,"Lion, León, Lion d'Afrique",Skull,12,,,,,
MOR48688,Mozambique,Mozambique,12/1/2022 0:00,"55 ivory pieces, 7 rhino horn & lion bones seized in Maputo - 1 arrested",Panthera leo,"Lion, León, Lion d'Afrique",Bone,,,,,,
MOR48688,Mozambique,Mozambique,12/1/2022 0:00,"55 ivory pieces, 7 rhino horn & lion bones seized in Maputo - 1 arrested",Panthera leo,"Lion, León, Lion d'Afrique",Claw,,,,,,
MOR48689,France,France,11/14/2022 0:00,152 ivory items seized from trade show in Quimper - 2 fined,Elephantidae,Elephants,Ivory - Worked,140,,,,,
MOR48689,France,France,11/14/2022 0:00,152 ivory items seized from trade show in Quimper - 2 fined,Elephantidae,Elephants,Ivory - Worked,12,,,,,
MOR48690,Gabon,Gabon,11/20/2021 0:00,6 ivory pieces seized at the Port of Owendo - 2 arrested,Elephantidae,Elephants,Ivory Pieces - Raw,6,,,,,
MOR48692,South Africa,South Africa,12/2/2022 0:00,3 arrested in connection to rhino poaching in Kruger National Park - inc. field rangers,Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",,,,,,,
MOR48693,Gabon,Gabon,9/1/2022 0:00,2 ivory pieces seized in Bitam - 1 arrested,Elephantidae,Elephants,Ivory Pieces - Raw,2,,,,,
MOR48694,Gabon,Gabon,9/2/2022 0:00,1 convicted for possession of ivory in Gabon,Elephantidae,Elephants,Ivory Pieces - Raw,,,,,,
MOR48695,Germany,Germany,1/1/2021 0:00,ivory cutlery handles seized in Saarland,Elephantidae,Elephants,Ivory - Worked,,,,,,
MOR48698,Germany,Germany,12/1/2021 0:00,2 crocodile leather boots seized in Saarland,Crocodylidae,"Cocodrilos, Crocodiles",Skin - Leather Product,2,,,,,
MOR48699,Germany,Germany,1/1/2021 0:00,1 dead scorpion seized in Saarland,Pandinus imperator,"Emperor Scorpion, Escorpión emperador, Escorpión gigante, Scorpion empereur",Individual - Dead,1,,,,,
MOR48700,Germany,Germany,1/1/2021 0:00,1 wooden rainmaker seized from parcel in Saarland,Plantae,,Wood - Worked,,,,,,
MOR48701,Germany,Germany,1/1/2021 0:00,3 ivory sculptures seized in Saarland,Elephantidae,Elephants,Ivory - Worked,3,,,,,
MOR48706,South Africa,South Africa,12/11/2022 0:00,1 pangolin seized in Alberton - 2 arrested,Manidae,Pangolins,Individual - Unknown,1,,,,,
MOR48729,India,India,9/3/2022 0:00,"1 leopard killed in self-defence in Mankulam, Kerala",Panthera pardus,"Leopard, Panther, Chita, Leopardo, Pantera, Léopard, Panthère",Individual - Dead,1,,,,,
MOR48730,India,India,10/1/2021 0:00,"2 tusks seized in Amteka F.V., Assam - 1 arrested",Elephantidae,Elephants,Tusk,2,,,,,
MOR48733,India,India,10/1/2021 0:00,"2 ivory pieces (6 kg) seized in Chirang District, Assam - 2 arrested",Elephantidae,Elephants,Ivory Pieces - Raw,2,6,Kilograms,,,
MOR48734,India,India,9/5/2022 0:00,"960 star tortoises seized in Goraguntepalya, Bengaluru - 3 arrested",Geochelone elegans,"Indian Star Tortoise, Star Tortoise, Tortuga estrellada de la India, Tortue étoilée de l'Inde",Individual - Live,960,,,,,
MOR48735,India,India,10/1/2022 0:00,"1 Tiger and 1 leopard skins seized in Surajpur, Chhattisgarh - 6 arrested",Panthera tigris,"Tiger, Tigre",Skin,1,,,,,
MOR48735,India,India,10/1/2022 0:00,"1 Tiger and 1 leopard skins seized in Surajpur, Chhattisgarh - 6 arrested",Panthera pardus,"Leopard, Panther, Chita, Leopardo, Pantera, Léopard, Panthère",Skin,1,,,,,
MOR48736,India,India,10/16/2022 0:00,"2.4 kg of snake venom seized in Ghoshpukur, West Bengal - 1 arrested",Serpentes,,Venom,,2.4,Kilograms,300000000,INR Indian Rupee,3667080
MOR48737,India,India,9/10/2022 0:00,"Snake venom seized in Jalpaiguri district, West Bengal",Serpentes,,Venom,,,,,,
MOR48738,India,India,10/14/2022 0:00,"40 turtles seized in Baleswar district, Odisha - 1 charged",Testudines,,Individual - Unknown,40,,,,,
MOR48739,India,India,11/1/2021 0:00,"2 tusks seized in Chirang District, Assam - 1 arrested",Elephantidae,Elephants,Tusk,2,,,,,
MOR48740,India,India,10/11/2022 0:00,"1 pangolin seized in Macherla, Andhra Pradesh - 1 arrested",Manidae,Pangolins,Individual - Live,1,,,,,
MOR48741,India,India,10/12/2022 0:00,"1.56 kg pangolin scales seized in Phulbani, Odisha - 4 arrested",Manidae,Pangolins,Scales,,1.56,Kilograms,,,
MOR48742,India,India,8/1/2021 0:00,16.1 kg ivory seized - 5 arrested,Elephantidae,Elephants,Ivory Pieces - Raw,1,16.1,Kilograms,,,
MOR48743,South Africa,South Africa,7/18/2022 0:00,attempted rhino poaching in Kruger National Park - 2 convicted,Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",,,,,,,
MOR48752,India,India,12/16/2022 0:00,"2 tusks (0.685 kg) seized in Rangia, Assam - 3 arrested",Elephantidae,Elephants,Tusk,2,0.685,Kilograms,80000,INR Indian Rupee,960.6
MOR48753,Viet Nam,Viet Nam,6/1/2022 0:00,2 felled trees (23.64 m3) seized in Ha Giang - 3 charged,Burretiodendron hsienmu,,Wood - Logs,2,,,,,
MOR48756,Viet Nam,Viet Nam,10/1/2021 0:00,"18 trees harvested in Mang Den Town, Kon Tum Province - 4 convicted",Plantae,,Wood - Logs,18,,,,,
MOR48758,Viet Nam,Viet Nam,7/1/2022 0:00,"4 logs (3.226 m3) seized in K'Bang District, Gia Lai Province",Plantae,,Wood - Logs,4,,,,,
MOR48758,Viet Nam,Viet Nam,7/1/2022 0:00,"4 logs (3.226 m3) seized in K'Bang District, Gia Lai Province",Magnolia fordiana,,Wood - Logs,4,,,,,
MOR48763,Viet Nam,Viet Nam,4/15/2022 0:00,5 felled trees (15.574 m3) seized in Lao Cai - 1 convicted,Plantae,,Wood - Logs,5,,,,,
MOR48765,Viet Nam,Viet Nam,5/10/2021 0:00,"53 cypress wood logs (1,756 kg) seized along National Highway 4C, Ha Giang Province - 1 arrested",Cupressaceae,,Wood - Logs,53,1756,Kilograms,,,
MOR48770,Viet Nam,Viet Nam,5/8/2021 0:00,"11 logs (1,380 kg) seized from vehicle in Bao Loc, Lam Dong Province",Dalbergia,,Wood - Logs,11,1380,Kilograms,,,
MOR48772,Viet Nam,Viet Nam,4/26/2021 0:00,"sawnwood seized at la Rve Commune, Dak Lak Province - 10 arrested",Plantae,,Wood - Sawn,10,,,,,
MOR48773,Viet Nam,Viet Nam,1/8/2021 0:00,"16 logs (3 m3) seized from vehicle in Can Loc District, Ha Tinh Province - 1 arrested",Plantae,,Wood - Logs,16,,,,,
MOR48783,India,India,12/7/2022 0:00,"1 elephant poached in Simlipal Tiger Reserve, Mayurbhanj District - 3 arrested",Elephas maximus indicus,,Individual - Dead,1,,,,,
MOR48785,India,India,12/14/2022 0:00,"1 tusk (20 kg) seized in Sathumadurai Village, Vellore District - 2 arrested",Elephantidae,Elephants,Tusk,1,20,Kilograms,2300000,IDR Rupiah,27868.6
MOR48792,India,India,12/13/2022 0:00,"6 ivory pieces (11 kg) seized in Reamal, Deogarh District - 2 arrested",Elephantidae,Elephants,Ivory Pieces - Raw,6,11.164,Kilograms,,,
MOR48794,India,India,9/18/2022 0:00,"1 leopard skin seized in Kanpur Village, Navsari District - 9 arrested",Panthera pardus,"Leopard, Panther, Chita, Leopardo, Pantera, Léopard, Panthère",Skin,1,,,315000,INR Indian Rupee,3806.59
MOR48860,India,India,11/27/2022 0:00,1 tiger carcass seized in Pench Tiger Reserve - 3 arrested,Panthera tigris,"Tiger, Tigre",Individual - Dead,1,,,,,
MOR48866,Viet Nam,Viet Nam,4/26/2021 0:00,"9.21 m3 rosewood seized in Tan Tay Commune, Tien Giang Province",Dalbergia,,Wood - Sawn,,,,100000000,VND Vietnamese Dong,4334.21
MOR48872,India,India,11/23/2022 0:00,"1 live pangolin seized in Khordha District, Odisha - 1 arrested",Manidae,Pangolins,Individual - Live,1,,,,,
MOR48882,India,India,12/14/2022 0:00,1 Bengal tiger skin seized in Similipal Tiger Reserve - 1 arrested (2 absconded),Panthera tigris tigris,Bengal Tiger,Skin,1,,,,,
MOR48883,India,India,12/12/2022 0:00,"1 dead leopard seized Saradhapur Reserve Forest, Odisha - 2 arrested (2 absconded)",Panthera pardus,"Leopard, Panther, Chita, Leopardo, Pantera, Léopard, Panthère",Individual - Dead,1,,,,,
MOR48888,India,India,9/3/2022 0:00,"1 elephant & 1 wild boar poached in Hindol, Odisha",Elephantidae,Elephants,Individual - Dead,1,,,,,
MOR48888,India,India,9/3/2022 0:00,"1 elephant & 1 wild boar poached in Hindol, Odisha",Sus scrofa,Wild Boar,Individual - Dead,1,,,,,
MOR48889,India,India,8/27/2022 0:00,"1 elephant poached in Jagannathpur, Odisha",Elephantidae,Elephants,Individual - Dead,1,,,,,
MOR48892,Viet Nam,Viet Nam,8/26/2022 0:00,"8 wood beams (1.3 m3) & 6.7 m3 logs seized in Dak Rong, Quang Tri",Plantae,,Wood - Sawn,8,,,,,
MOR48892,Viet Nam,Viet Nam,8/26/2022 0:00,"8 wood beams (1.3 m3) & 6.7 m3 logs seized in Dak Rong, Quang Tri",Plantae,,Wood - Logs,,,,,,
MOR48893,Viet Nam,Viet Nam,9/18/2022 0:00,"60 m3 Sokram wood seized in Buon Ma Thuot city, Dak Lak - 1 suspect",Xylia xylocarpa,"Ironwood of Burma, Sokrom",Wood - Logs,,,,,,
MOR48894,Viet Nam,Viet Nam,11/1/2021 0:00,"30 m3 wood seized in Bac Huong Hoa Nature Reserve, Quang Tri",Plantae,,Wood (Not elsewhere specified),,,,,,
MOR48895,Viet Nam,Viet Nam,11/1/2021 0:00,"78 m3 wood harvested in Bac Huong Hoa Nature Reserve, Quang Tri",Plantae,,Wood - Logs,,,,,,
MOR48896,Viet Nam,Viet Nam,5/6/2022 0:00,"3 felled Padauk trees (1.482 m3) seized in Dak Lak - 1 charged, 4 suspects",Pterocarpus,,Wood - Logs,16,,,,,
MOR48897,Zambia,Zambia,9/22/2022 0:00,4 week year old monkey seized in Lilayi area - Lusaka,Primates,"Apes, Monkeys, Simios, Monos, Primates",Individual - Live,1,,,,,
MOR48904,Viet Nam,Viet Nam,4/20/2021 0:00,"5 logs (1,402 m3) seized along Highway 14B, Dai Loc District, Quang Nam Province",Plantae,,Wood - Logs,5,,,,,
MOR48907,Viet Nam,Viet Nam,4/19/2021 0:00,24 logs (4.6 m3) seized at Se San 4 Dam,Plantae,,Wood - Logs,24,,,,,
MOR48912,Viet Nam,Viet Nam,4/17/2021 0:00,17 logs seized from truck in Ha Giang Province,Plantae,,Wood - Logs,17,,,,,
MOR48915,Viet Nam,Viet Nam,4/4/2021 0:00,"1 oak tree felled in Dak Song Commune, Gia Lai Province - 1 arrested",Quercus,,Wood - Logs,1,,,,,
MOR48917,Viet Nam,Viet Nam,6/22/2021 0:00,"10 charged for illegal felling in Phu Son Commune, Thua Thien Hue Province",Plantae,,Wood (Not elsewhere specified),,,,,,
MOR48919,Viet Nam,Viet Nam,3/30/2021 0:00,"3 m3 wood seized from vehicle along Highway 46, Vinh, Nghe An Province - 1 arrested",Plantae,,Wood - Logs,11,,,,,
